message_text,scam_type,manipulation_type,keywords,scam_score,label,source_channel,language,target_audience,attack_vector,scam_stage,scam_intent
ALERT: Suspicious activity on your device. Contact support: +91-7359279566,tech_support_scam,"urgency,social_engineering",alert,0.67,scam,SMS,english,general,impersonation,initial_contact,steal_information
Amazon .. delivry .. baaki .. hai. .. Update .. address .. to .. receive .. package: .. https://short.link/n7009 .. ⏰,parcel_delivery_scam,urgency,"parcel,delivery",0.58,scam,WhatsApp,hinglish,online_shoppers,phishing_link,initial_contact,steal_information
Your electricity bill for Rs.1000 is due by 9/6/2024. Pay online.,legitimate_message,none,none,0.12,legitimate,SMS,english,general,none,none,none
Part-time job alert! Earn Rs.25000 daily from mobile. Join: https://cutt.ly/s4653,job_scam,reward,"job,earn",0.79,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
GST refund of Rs.10000 approved by govt. Claim now: https://tinyurl.com/r2226,refund_scam,"urgency,reward","refund,claim,approved",0.87,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Your payment of Rs.2500 failed but amount debited. Refund: https://tinyurl.com/u2340,refund_scam,reward,refund,0.82,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
URGENT: PhonePe hiring for home-based jobs. No experience needed: https://bit.ly/i8838,job_scam,urgency,"job,hiring",0.6,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
LUCKY DRAW WINNER! Rs.500000 depositing in 24hrs. Confirm details: https://rb.gy/e6803,lottery_scam,"reward,social_engineering,curiosity","winner,lucky draw",0.72,scam,SMS,english,general,phishing_link,payment_request,steal_information
LUCKY DRAW WINNER! Rs.50000 depositing in 24hrs. Confirm details: https://tinyurl.com/j2240,lottery_scam,"reward,social_engineering,curiosity","winner,lucky draw",0.86,scam,SMS,english,general,phishing_link,payment_request,steal_information
Thank you for shopping with Airtel. Order 156800844 confirmed.,legitimate_message,none,"confirmed,thank you",0.26,legitimate,SMS,english,online_shoppers,none,none,none
BlueDart: Delivery attempted. Pay Rs.500000 to reschedule: https://tinyurl.com/b4695,parcel_delivery_scam,urgency,delivery,0.58,scam,SMS,english,online_shoppers,payment_request,payment_request,financial_fraud
Welcome to Facebook! Your registration is complete.,legitimate_message,none,none,0.12,legitimate,SMS,english,general,none,none,none
WhatsApp job opportunity - Rs.10000/day. Limited seats: https://ow.ly/i5667,job_scam,urgency,job,0.56,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Reliance .. owes .. you .. Rs.5000 .. refund. .. Last .. day .. to .. le: .. https://short.link/x1899,refund_scam,reward,"refund,claim",0.69,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
Meeting reminder: Team sync scheduled for 1/11/2024 at 18:30 AM,legitimate_message,none,reminder,0.28,legitimate,SMS,english,general,none,none,none
Aadhaar Card suspended due to KYC mismatch. Apdate immediately: https://tinyurl.com/o7506 ‼️,government_impersonation,"urgency,fear,authority",Aadhaar,0.85,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
URGENT: Bitcoin trading opportunity. 400% profit assured. Invest now: https://rb.gy/p4091,investment_scam,urgency,"invest,profit,trading,Bitcoin",0.75,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
664412 is apka suraksha code. Bank official will ask for this to unblock tumhara akount,otp_scam,"urgency,authority,social_engineering","code,security",0.9,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Ayushman Bharat: You are eligible for Rs.500000 health benefit: https://tinyurl.com/w9080,government_impersonation,authority,none,0.94,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Income Tax Dept: You have pending refund of Rs.1000. Claim: https://short.link/n6456 ✅,government_impersonation,"authority,reward",Income Tax,0.86,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
Your PAN linked to fraudulent khata. Clear your name: https://ow.ly/q6386 🚨,government_impersonation,authority,PAN,0.94,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
Govt. of India lottery winner! You won Rs.1000 lakhs. Registration: https://rb.gy/k2298,lottery_scam,"reward,curiosity","winner,lottery,won",0.66,scam,SMS,english,general,phishing_link,trust_building,steal_information
PAN Card blok by Income Tax Dept. Reactivate: https://tinyurl.com/r9232,government_impersonation,"fear,authority","Income Tax,PAN",0.93,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Stock .. market .. expert .. tips .. - .. 1000% .. returns .. guaranteed. .. Subscribe: .. https://bit.ly/n4412 .. ✅,investment_scam,reward,"returns,guaranteed",0.75,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
Google hiring for data entry - Rs.2500/month. Registration: https://short.link/n6699,job_scam,reward,hiring,0.75,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Unauthorized access detected. Virify your akount: https://rb.gy/n5648,tech_support_scam,urgency,none,0.76,scam,SMS,english,general,impersonation,initial_contact,steal_information
Your Paytm delivery arriving today between 14:30 AM. Track: 490034240,legitimate_message,none,none,0.02,legitimate,SMS,english,online_shoppers,none,none,none
UPI MANDATE: Accept recurring paymnt of Rs.50000/month: https://rb.gy/y8335 ⏰,upi_payment_scam,urgency,"UPI,payment,Rs,accept",0.61,scam,WhatsApp,english,general,payment_request,initial_contact,financial_fraud
"OTP .. for .. Rs.500 .. paise: .. 223566. .. To .. cancel, .. share .. this .. OTP .. with .. us .. on .. +91-8368234616 .. ‼️",otp_scam,social_engineering,"OTP,share",0.9,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
CONGRATULATIONS! You won Rs.100000 in KBC lottery. Claim: https://short.link/w9615,lottery_scam,reward,"lottery,congratulations,won,claim",0.66,scam,SMS,english,general,phishing_link,trust_building,steal_information
URGENT: Complete your IDBI KYC verification to avoid account suspension. Click: https://ow.ly/c3835,bank_kyc_scam,"urgency,authority,curiosity","KYC,urgent,account",0.94,scam,SMS,english,general,impersonation,initial_contact,identity_theft
You are eligible for Rs.100000 refund from PhonePe. Claim: https://short.link/n6581,refund_scam,"urgency,reward","refund,eligible,claim",0.74,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Your account is locked. Verify OTP 818573 with support team to unlock,otp_scam,"social_engineering,curiosity","OTP,verify",0.87,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your electricity bill for Rs.10000 is due by 19/2/2024. Pay online.,legitimate_message,none,none,0.25,legitimate,SMS,english,general,none,none,none
Join our trading group. Make Rs.2500 daily from home: https://cutt.ly/b9022,investment_scam,reward,trading,0.71,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Hi! Thanks for contacting Infosys support. Your ticket number: 450500720,legitimate_message,none,none,0.24,legitimate,SMS,english,general,none,none,none
"OTP for Rs.100000 payment: 176731. To cancel, share this OTP with us on +91-9472763089",otp_scam,"urgency,social_engineering","OTP,share",0.91,scam,SMS,english,general,otp_request,account_takeover,account_takeover
CONGRATULATIONS! You won iPhone 15 + Rs.50000 cash. Claim: https://tinyurl.com/e9526,lottery_scam,reward,"congratulations,won,claim",0.79,scam,SMS,english,general,phishing_link,trust_building,steal_information
Your TCS order 534408358 has been shipped and will arrive by 23/8/2024,legitimate_message,none,none,0.19,legitimate,SMS,english,online_shoppers,none,none,none
Your Airtel order 799876372 has been shipped and will arrive by 3/5/2024,legitimate_message,none,none,0.1,legitimate,SMS,english,online_shoppers,none,none,none
Your phone will be locked in 24 hours due to virus. Fix now: https://bit.ly/q2162,tech_support_scam,"urgency,fear",virus,0.76,scam,SMS,english,general,malware_link,initial_contact,spread_malware
Your IndusInd KYC is expired. Update within 48hrs to continue services: https://cutt.ly/t5648,bank_kyc_scam,"urgency,fear","KYC,update",0.89,scam,SMS,english,general,impersonation,initial_contact,identity_theft
698523 - Use this OTP to complete kare KYC verification with our executive ‼️,otp_scam,social_engineering,"OTP,verification",0.91,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Your number is selected in Jio mega inam Rs.1000 crores!,lottery_scam,reward,lottery,0.87,scam,SMS,english,general,information_theft,trust_building,financial_fraud
Meeting reminder: Team sync scheduled for 27/6/2024 at 18:00 PM,legitimate_message,none,reminder,0.26,legitimate,SMS,english,general,none,none,none
Your OTP for Amazon login is 307805. Valid for 10 minutes. Do not share.,legitimate_message,none,OTP,0.13,legitimate,SMS,english,online_shoppers,none,none,none
Double payement detected. Refund Rs.100000 initiated. Confirm: https://short.link/w8291,refund_scam,"reward,social_engineering",refund,0.7,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
UIDAI ALERT: Aadhaar deactivated. Re-verify within 48 hours: https://ow.ly/g2423,government_impersonation,"urgency,authority,curiosity","Aadhaar,UIDAI",0.79,scam,SMS,english,general,impersonation,information_theft,identity_theft
Meeting reminder: Team sync scheduled for 6/2/2024 at 9:00 AM,legitimate_message,none,reminder,0.26,legitimate,SMS,english,general,none,none,none
IMPORTANT: IndusInd account frozen due to KYC non-compliance. Update immediately: https://tinyurl.com/j6636,bank_kyc_scam,"urgency,fear","KYC,update,account",0.92,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Parcel delivery failed. Reschedule by paying Rs.25000 charges: https://ow.ly/s2702 ⚠️,parcel_delivery_scam,urgency,"parcel,delivery",0.58,scam,WhatsApp,english,online_shoppers,phishing_link,payment_request,steal_information
Thank you for shopping with Jio. Order 131761029 confirmed.,legitimate_message,none,"confirmed,thank you",0.24,legitimate,SMS,english,online_shoppers,none,none,none
Your paymnt of Rs.25000 failed but amount debited. Refund: https://short.link/k8961 💰,refund_scam,"urgency,reward",refund,0.7,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
"Dear customer, your PNB account credited with Rs.10000 on 22/10/2024",legitimate_message,none,none,0.12,legitimate,Email,english,general,none,none,none
Your PAN linked to fraudulent account. Clear your name: https://tinyurl.com/p9463,government_impersonation,fear,PAN,0.93,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your OTP for Instagram login is 668209. Valid for 10 minutes. Do not share.,legitimate_message,none,OTP,0.11,legitimate,SMS,english,general,none,none,none
Cryptocurrency .. investment .. - .. Rs.2500 .. daily .. profit. .. Limited .. slots: .. https://cutt.ly/i6319,investment_scam,reward,"invest,profit",0.81,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
WhatsApp nivesh group - Rs.500000 to Rs.1000000 in 1 month pakka,investment_scam,urgency,"invest,guaranteed",0.73,scam,SMS,english,investors,information_theft,initial_contact,financial_fraud
Receive Rs.25000 reward by accepting rupay request: https://ow.ly/t7666 ‼️,upi_payment_scam,reward,"payment,Rs,accept",0.76,scam,WhatsApp,english,general,payment_request,initial_contact,financial_fraud
"Dear customer, your Kotak account credited with Rs.5000 on 17/6/2024",legitimate_message,none,none,0.21,legitimate,Email,english,general,none,none,none
Your appointment with Dr. Singh confirmed for 15/10/2024 at 16:00 AM,legitimate_message,none,confirmed,0.07,legitimate,SMS,english,general,none,none,none
Your Facebook account hacked! Secure it immediately: https://short.link/w3384,tech_support_scam,urgency,hacked,0.7,scam,SMS,english,general,impersonation,initial_contact,steal_information
Meeting reminder: Team sync scheduled for 7/8/2024 at 12:30 PM,legitimate_message,none,reminder,0.27,legitimate,SMS,english,general,none,none,none
REFUND ALERT: Rs.1000 from Jio ready. Verify account: https://cutt.ly/u7882,refund_scam,"urgency,reward,curiosity",refund,0.69,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Flipkart owes you Rs.50000 refund. Last day to hasil kare: https://short.link/k1479,refund_scam,reward,"refund,claim",0.77,scam,WhatsApp,hinglish,online_shoppers,phishing_link,initial_contact,steal_information
REFUND .. ALERT: .. Rs.500 .. from .. Airtel .. ready. .. Verify .. account: .. https://rb.gy/j5688,refund_scam,"reward,curiosity",refund,0.83,scam,WhatsApp,english,online_shoppers,phishing_link,information_theft,steal_information
Govt. of India lottery winner! You won Rs.2500 lakhs. Registration: https://tinyurl.com/h6714,lottery_scam,reward,"winner,lottery,won",0.76,scam,SMS,english,general,phishing_link,trust_building,steal_information
Reminder: Your HDFC credit card payment of Rs.5000 due on 26/5/2024,legitimate_message,none,reminder,0.27,legitimate,SMS,english,general,none,none,none
Your Facebook subscription renewed successfully. Amount: Rs.500,legitimate_message,none,none,0.19,legitimate,SMS,english,general,none,none,none
Package delivery on hold. Verify shipping address: https://bit.ly/p1149,parcel_delivery_scam,curiosity,"delivery,package",0.69,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
Welcome to Flipkart! Your registration is complete.,legitimate_message,none,none,0.16,legitimate,SMS,english,online_shoppers,none,none,none
"Dear Sir/Madam, As per RBI guidelines, update kijiye your BOB KYC details: https://short.link/k5078",bank_kyc_scam,"urgency,authority,curiosity","KYC,update,RBI",0.82,scam,Email,hinglish,elderly,impersonation,initial_contact,identity_theft
You have received Rs.500 in your account. Accept payment via https://cutt.ly/n5549,upi_payment_scam,reward,"payment,Rs,accept",0.75,scam,SMS,english,general,payment_request,payment_request,financial_fraud
CONGRATULATIONS!! You jeeta iPhone 15 + Rs.50000 cash. Claim: https://tinyurl.com/k8175 💰,lottery_scam,"reward,curiosity","congratulations,won,claim",0.86,scam,WhatsApp,hinglish,general,phishing_link,trust_building,steal_information
263581 - Use this OTP 2 complete KYC verification with our executive,otp_scam,urgency,"OTP,verification",0.86,scam,SMS,english,general,otp_request,account_takeover,account_takeover
You have received Rs.2500 in aapki akount. Accept payment via https://bit.ly/l6490,upi_payment_scam,reward,"payment,Rs,accept",0.76,scam,SMS,english,general,payment_request,payment_request,financial_fraud
SEBI registered investment plan. Triple your investment: https://rb.gy/y8301,investment_scam,reward,invest,0.82,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
Your Canara ATM card will be blocked. Update KYC now: https://cutt.ly/l8593,bank_kyc_scam,"urgency,fear,authority","KYC,blocked,update",0.83,scam,SMS,english,general,impersonation,information_theft,identity_theft
Courier delivery failed 3 times. Final attempt - update details: https://bit.ly/c5320,parcel_delivery_scam,"urgency,curiosity","delivery,courier",0.57,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
"OTP for Rs.100000 payment: 414474. To cancel, share this OTP with us on +91-8248424006",otp_scam,"urgency,social_engineering","OTP,share",0.78,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your Instagram password changed by someone. Reset here: https://bit.ly/w9247 ❌,tech_support_scam,fear,none,0.65,scam,WhatsApp,english,general,impersonation,initial_contact,steal_information
Reminder: Your IDBI credit card payment of Rs.10000 due on 15/4/2024,legitimate_message,none,reminder,0.06,legitimate,SMS,english,general,none,none,none
recieve Rs.5000 reward by accepting payment request: https://cutt.ly/f4569 ❌,upi_payment_scam,reward,"payment,Rs,accept",0.61,scam,WhatsApp,english,general,payment_request,payment_request,financial_fraud
Your Jio delivery arriving today between 15:30 PM. Track: 120126616,legitimate_message,none,none,0.25,legitimate,SMS,english,online_shoppers,none,none,none
Police Cyber Cell: Your number used in crime. Respond urgently: +91-7424975014,government_impersonation,"urgency,fear,authority",Police,0.87,scam,SMS,english,general,impersonation,initial_contact,identity_theft
CONGRATULATIONS! You won Rs.50000 in KBC lottery. Claim: https://tinyurl.com/b5648,lottery_scam,reward,"lottery,congratulations,won,claim",0.85,scam,SMS,english,general,phishing_link,trust_building,steal_information
474578 - Use this OTP to complete KYC verification with our executive,otp_scam,social_engineering,"OTP,verification",0.93,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Receive .. Rs.100000 .. reward .. by .. accepting .. paisa .. request: .. https://ow.ly/b5304,upi_payment_scam,urgency,"payment,Rs,accept",0.57,scam,WhatsApp,english,general,payment_request,initial_contact,financial_fraud
You have received Rs.500000 in ur account. Accept payment via https://rb.gy/c3432,upi_payment_scam,urgency,"payment,Rs,accept",0.8,scam,SMS,english,general,payment_request,payment_request,financial_fraud
"Dear customer, your IndusInd account credited with Rs.100000 on 7/3/2024",legitimate_message,none,none,0.23,legitimate,Email,english,general,none,none,none
Your Reliance order 383526496 has been shipped and will arrive by 2/3/2024,legitimate_message,none,none,0.09,legitimate,SMS,english,online_shoppers,none,none,none
Your OTP for Netflix login is 754814. Valid for 10 minutes. Do not share.,legitimate_message,none,OTP,0.1,legitimate,SMS,english,general,none,none,none
Confirm OTP 680654 to stop unauthorized transaction of Rs.50000 ⏰,otp_scam,"urgency,fear,social_engineering",OTP,0.82,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Earn Rs.25000 by liking YouTube videos. No investment needed: https://cutt.ly/w1814,job_scam,"urgency,reward",earn,0.63,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Congratulations selected ho Amazon job ke liye Rs.2500 registration fee bhare: https://cutt.ly/a2344 ⚠️,job_scam,"urgency,reward","job,earn",0.8,scam,WhatsApp,english,job_seekers,phishing_link,payment_request,steal_information
Part-time job alert! Earn Rs.500000 daily from mobile. Join: https://short.link/z8328,job_scam,"urgency,reward","job,earn",0.59,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Income .. Tax .. notice .. for .. Rs.50000 .. unpaid .. tax. .. Pay .. abhi: .. https://cutt.ly/z1660 .. ⚠️,government_impersonation,fear,Income Tax,0.92,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
Stock market expert tips - 1000% returns guaranteed. Subscribe: https://rb.gy/q1757,investment_scam,reward,"returns,guaranteed",0.85,scam,SMS,english,investors,phishing_link,initial_contact,steal_information
URGENT: Google hiring kar rahi ghar se kaam koi experience nahi chahiye: https://tinyurl.com/o5798,job_scam,"urgency,reward",earn,0.78,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
GST refund of Rs.10000 approved by govt. Claim now: https://bit.ly/a2194,refund_scam,"urgency,reward","refund,claim,approved",0.7,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Your phone will be locked in 24 hours due to virus. Fix now: https://bit.ly/m3912,tech_support_scam,"urgency,fear",virus,0.79,scam,SMS,english,general,malware_link,initial_contact,spread_malware
Reminder: Your ICICI credit card payment of Rs.5000 due on 27/8/2024,legitimate_message,none,reminder,0.28,legitimate,SMS,english,general,none,none,none
URGENT: Complete your BOB KYC verification to avoid account suspension. Click: https://short.link/h4177,bank_kyc_scam,"urgency,curiosity","KYC,urgent,account",0.8,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Reminder: Your PNB credit card payment of Rs.100000 due on 12/11/2024,legitimate_message,none,reminder,0.1,legitimate,SMS,english,general,none,none,none
Your electricity bill for Rs.100000 is due by 16/6/2024. Pay online.,legitimate_message,none,none,0.05,legitimate,SMS,english,general,none,none,none
"Train ticket booked: PNR 674844986, Journey date: 24/3/2024",legitimate_message,none,booked,0.14,legitimate,SMS,english,general,none,none,none
Your Airtel delivery arriving today between 18:30 AM. Track: 472632412,legitimate_message,none,none,0.27,legitimate,SMS,english,online_shoppers,none,none,none
Parcel delivery failed. Reschedule by paying Rs.2500 charges: https://short.link/u7634,parcel_delivery_scam,curiosity,"parcel,delivery",0.72,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
CONGRATULATIONS! You won iPhone 15 + Rs.2500 cash. Claim: https://cutt.ly/p7695,lottery_scam,reward,"congratulations,won,claim",0.77,scam,SMS,english,general,phishing_link,trust_building,steal_information
Courier pakka failed 3 times. Final attempt - update details: https://ow.ly/w6686,parcel_delivery_scam,"urgency,curiosity","delivery,courier",0.61,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Part-time job alert! Earn Rs.10000 daily from mobile. Join: https://rb.gy/c8974,job_scam,reward,"job,earn",0.67,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Axis: Your account will be deactivated due to incomplete KYC. Verify here: https://bit.ly/i9429,bank_kyc_scam,"fear,curiosity","KYC,verify,account,deactivated",0.81,scam,SMS,english,general,impersonation,information_theft,identity_theft
Parcel delivery failed. Reschedule by paying Rs.500000 charges: https://ow.ly/u7121,parcel_delivery_scam,urgency,"parcel,delivery",0.57,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Double payment detected. Refund Rs.25000 initiated. Confirm: https://rb.gy/y4450,refund_scam,"urgency,reward,social_engineering",refund,0.78,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Your account is locked. Verify OTP 886953 with support team to unlock,otp_scam,"social_engineering,curiosity","OTP,verify",0.77,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Your Canara ATM card will be band. updat KYC now: https://bit.ly/r5022,bank_kyc_scam,urgency,"KYC,blocked,update",0.83,scam,SMS,english,general,impersonation,initial_contact,identity_theft
Your Axis ATM card will be blocked. Update KYC now: https://short.link/g1608,bank_kyc_scam,"urgency,fear","KYC,blocked,update",0.8,scam,SMS,english,general,impersonation,information_theft,identity_theft
URGENT HIRING: Jio needs 500 employees. Apply now: https://bit.ly/i7544,job_scam,urgency,hiring,0.61,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Parcel delivery failed. Reschedule by paying Rs.25000 charges: https://bit.ly/h8846,parcel_delivery_scam,urgency,"parcel,delivery",0.79,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
791224 - Use this OTP to complete KYC verification with our executive 💰,otp_scam,social_engineering,"OTP,verification",0.87,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
Canara: Your account will be deactivated due to incomplete KYC. Verify here: https://cutt.ly/b4171,bank_kyc_scam,"urgency,curiosity","KYC,verify,account,deactivated",0.81,scam,SMS,english,general,impersonation,information_theft,identity_theft
DTDC: Your parcel needs Rs.10000 handling charge. Pay here: https://bit.ly/q1969,parcel_delivery_scam,urgency,parcel,0.61,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
Electricity .. bill .. refund .. Rs.500000 .. pending. .. Submit .. bank .. details: .. https://short.link/t2500 .. ‼️,refund_scam,"urgency,authority,reward","refund,bank details,pending",0.7,scam,WhatsApp,english,online_shoppers,phishing_link,initial_contact,steal_information
Cryptocurrency investment - Rs.50000 daily faida. Limited slots: https://tinyurl.com/d5762 ⏰,investment_scam,urgency,"invest,profit",0.81,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
Rs.1000 pending in your Google Pay wallet. Complete verification: https://rb.gy/j5656,upi_payment_scam,reward,"Rs,wallet",0.64,scam,SMS,english,general,payment_request,initial_contact,financial_fraud
Income Tax notice for Rs.2500 unpaid tax. Pay immediately: https://rb.gy/t3723,government_impersonation,"urgency,authority",Income Tax,0.79,scam,SMS,english,general,impersonation,initial_contact,identity_theft
"OTP for Rs.500 payment: 583442. To cancel, share this OTP with us on +91-9850978252 ⏰",otp_scam,"urgency,social_engineering","OTP,share",0.79,scam,WhatsApp,english,general,otp_request,account_takeover,account_takeover
921419 - Use this OTP to khatam kare KYC verification with our executive,otp_scam,urgency,"OTP,verification",0.82,scam,WhatsApp,hinglish,general,otp_request,account_takeover,account_takeover
Your phone data being stolen. Microsoft support: Call +91-7479424107,tech_support_scam,"fear,social_engineering",none,0.8,scam,SMS,english,general,impersonation,initial_contact,steal_information
Badhai ho! Rs.2500 cashback mil gaya claim karo: https://short.link/f7815 💰,upi_payment_scam,reward,"UPI,cashback,Rs",0.63,scam,WhatsApp,hinglish,general,payment_request,initial_contact,financial_fraud
SEBI registered investment plan. Triple your investment: https://cutt.ly/c2650 🎉,investment_scam,urgency,invest,0.81,scam,WhatsApp,english,investors,phishing_link,initial_contact,steal_information
Earn Rs.500000 by liking YouTube videos. No nivesh needed: https://short.link/d8094,job_scam,reward,earn,0.74,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
You are eligible for Rs.10000 refund from Airtel. Claim: https://short.link/f3408,refund_scam,"urgency,reward","refund,eligible,claim",0.86,scam,SMS,english,online_shoppers,phishing_link,initial_contact,steal_information
Package delivery on hold. Verify shipping address: https://tinyurl.com/u8881,parcel_delivery_scam,curiosity,"delivery,package",0.8,scam,SMS,english,online_shoppers,phishing_link,information_theft,steal_information
ALERT: Suspicious activity on your device. Contact support: +91-8299538478,tech_support_scam,"fear,social_engineering",alert,0.75,scam,SMS,english,general,impersonation,initial_contact,steal_information
Congratulations! Rs.25000 cashback approved. Claim now: https://cutt.ly/a5364,upi_payment_scam,"urgency,reward","cashback,Rs",0.8,scam,SMS,english,general,payment_request,trust_building,financial_fraud
Your electricity bill for Rs.25000 is due by 13/10/2024. Pay online.,legitimate_message,none,none,0.07,legitimate,SMS,english,general,none,none,none
REFUND ALERT: Rs.1000 credited. Verify payment link: https://bit.ly/y7922,upi_payment_scam,"urgency,reward,curiosity","payment,refund,credited,Rs",0.79,scam,SMS,english,general,payment_request,payment_request,financial_fraud
Your mobile number jeet gaye Flipkart bumper inam Rs.500000. Processing fee applies,lottery_scam,curiosity,"lottery,won",0.81,scam,SMS,english,online_shoppers,information_theft,payment_request,financial_fraud
Apka .. account .. lock .. hai .. OTP .. 417935 .. confirm .. kare .. support .. team .. se .. unlock .. ke .. liye,otp_scam,social_engineering,"OTP,verification,share,code",0.77,scam,WhatsApp,hinglish,general,otp_request,account_takeover,account_takeover
You are selected winner of Flipkart lucky draw - Rs.100000! Call +91-8063840116,lottery_scam,reward,"winner,lucky draw",0.68,scam,SMS,english,online_shoppers,information_theft,trust_building,financial_fraud
Your electricity bill for Rs.100000 is due by 18/8/2024. Pay online.,legitimate_message,none,none,0.08,legitimate,SMS,english,general,none,none,none
Your OTP is 274583. DO NOT share with anyone. Valid for 10 minutes.,otp_scam,social_engineering,"OTP,share",0.93,scam,SMS,english,general,otp_request,account_takeover,account_takeover
701145 - Use this OTP to complete KYC verification with our executive,otp_scam,urgency,"OTP,verification",0.87,scam,SMS,english,general,otp_request,account_takeover,account_takeover
Earn Rs..10000 by liking YouTube videos.. No investment needed: https://tinyurl..com/k8305,job_scam,reward,earn,0.75,scam,SMS,english,job_seekers,phishing_link,initial_contact,steal_information
Hi! Thanks for contacting Airtel support. Your ticket number: 250105096,legitimate_message,none,none,0.15,legitimate,SMS,english,general,none,none,none
Ghar baithe kamaye Rs.{amount} mahine simple data entry kaam register kare: https://cutt.ly/v6770,job_scam,urgency,hiring,0.81,scam,WhatsApp,english,job_seekers,phishing_link,initial_contact,steal_information
Thank you for shopping with Airtel. Order 114193624 confirmed.,legitimate_message,none,"confirmed,thank you",0.09,legitimate,SMS,english,online_shoppers,none,none,none
URGENT: Your package requires redelivery fee of Rs.100000: https://tinyurl.com/p1221,parcel_delivery_scam,"urgency,curiosity","delivery,package",0.69,scam,SMS,english,online_shoppers,phishing_link,payment_request,steal_information
ur Netflix password changed by someone. Reset here: https://short.link/z6253 ⚠️,tech_support_scam,fear,none,0.81,scam,WhatsApp,english,general,impersonation,initial_contact,steal_information
UPI MANDATE: Accept recurring payment of Rs.10000/month: https://short.link/r1191,upi_payment_scam,urgency,"UPI,payment,Rs,accept",0.57,scam,SMS,english,general,payment_request,payment_request,financial_fraud
TCS investment plan join karo Rs.1000 ban jayenge Rs.{amount2} 90 din me,investment_scam,urgency,"invest,profit",0.65,scam,SMS,english,investors,information_theft,initial_contact,financial_fraud
Confirm OTP 828833 to stop unauthorized transaction of Rs.1000,otp_scam,"fear,social_engineering",OTP,0.79,scam,SMS,english,general,otp_request,account_takeover,account_takeover
REFUND: Rs.50000 credit hua hai verify kare payment link: https://ow.ly/o8455,upi_payment_scam,"reward,curiosity","payment,Rs,accept",0.62,scam,WhatsApp,hinglish,general,payment_request,payment_request,financial_fraud
URGENT: .. Complete .. your .. SBI .. KYC .. verification .. to .. avoid .. akount .. suspension. .. Click: .. https://short.link/r7951,bank_kyc_scam,"urgency,fear,curiosity","KYC,urgent,account",0.81,scam,WhatsApp,english,general,impersonation,initial_contact,identity_theft
WINNER ALERT: Your number won Rs.10000 crores in lottery. Claim code: WIN7025,lottery_scam,reward,"winner,lottery,won,claim",0.74,scam,SMS,english,general,information_theft,trust_building,financial_fraud
